Date,Close
11/19/2015 16:00:00,118.78
11/20/2015 16:00:00,119.3
11/23/2015 16:00:00,117.75
11/24/2015 16:00:00,118.88
11/25/2015 16:00:00,118.03
11/27/2015 16:00:00,117.81
11/30/2015 16:00:00,118.3
12/1/2015 16:00:00,117.34
12/2/2015 16:00:00,116.28
12/3/2015 16:00:00,115.2
12/4/2015 16:00:00,119.03
12/7/2015 16:00:00,118.28
12/8/2015 16:00:00,118.23
12/9/2015 16:00:00,115.62
12/10/2015 16:00:00,116.17
12/11/2015 16:00:00,113.18
12/14/2015 16:00:00,112.48
12/15/2015 16:00:00,110.49
12/16/2015 16:00:00,111.34
12/17/2015 16:00:00,108.98
12/18/2015 16:00:00,106.03
12/21/2015 16:00:00,107.33
12/22/2015 16:00:00,107.23
12/23/2015 16:00:00,108.61
12/24/2015 16:00:00,108.03
12/28/2015 16:00:00,106.82
12/29/2015 16:00:00,108.74
12/30/2015 16:00:00,107.32
12/31/2015 16:00:00,105.26
1/4/2016 16:00:00,105.35
1/5/2016 16:00:00,102.71
1/6/2016 16:00:00,100.7
1/7/2016 16:00:00,96.45
1/8/2016 16:00:00,96.96
1/11/2016 16:00:00,98.53
1/12/2016 16:00:00,99.96
1/13/2016 16:00:00,97.39
1/14/2016 16:00:00,99.52
1/15/2016 16:00:00,97.13
1/19/2016 16:00:00,96.66
1/20/2016 16:00:00,96.79
1/21/2016 16:00:00,96.3
1/22/2016 16:00:00,101.42
1/25/2016 16:00:00,99.44
1/26/2016 16:00:00,99.99
1/27/2016 16:00:00,93.42
1/28/2016 16:00:00,94.09
1/29/2016 16:00:00,97.34
2/1/2016 16:00:00,96.43
2/2/2016 16:00:00,94.48
2/3/2016 16:00:00,96.35
2/4/2016 16:00:00,96.6
2/5/2016 16:00:00,94.02
2/8/2016 16:00:00,95.01
2/9/2016 16:00:00,94.99
2/10/2016 16:00:00,94.27
2/11/2016 16:00:00,93.7
2/12/2016 16:00:00,93.99
2/16/2016 16:00:00,96.64
2/17/2016 16:00:00,98.12
2/18/2016 16:00:00,96.26
2/19/2016 16:00:00,96.04
2/22/2016 16:00:00,96.88
2/23/2016 16:00:00,94.69
2/24/2016 16:00:00,96.1
2/25/2016 16:00:00,96.76
2/26/2016 16:00:00,96.91
2/29/2016 16:00:00,96.69
3/1/2016 16:00:00,100.53
3/2/2016 16:00:00,100.75
3/3/2016 16:00:00,101.5
3/4/2016 16:00:00,103.01
3/7/2016 16:00:00,101.87
3/8/2016 16:00:00,101.03
3/9/2016 16:00:00,101.12
3/10/2016 16:00:00,101.17
3/11/2016 16:00:00,102.26
3/14/2016 16:00:00,102.52
3/15/2016 16:00:00,104.58
3/16/2016 16:00:00,105.97
3/17/2016 16:00:00,105.8
3/18/2016 16:00:00,105.92
3/21/2016 16:00:00,105.91
3/22/2016 16:00:00,106.72
3/23/2016 16:00:00,106.13
3/24/2016 16:00:00,105.67
3/28/2016 16:00:00,105.19
3/29/2016 16:00:00,107.68
3/30/2016 16:00:00,109.56
3/31/2016 16:00:00,108.99
4/1/2016 16:00:00,109.99
4/4/2016 16:00:00,111.12
4/5/2016 16:00:00,109.81
4/6/2016 16:00:00,110.96
4/7/2016 16:00:00,108.54
4/8/2016 16:00:00,108.66
4/11/2016 16:00:00,109.02
4/12/2016 16:00:00,110.44
4/13/2016 16:00:00,112.04
4/14/2016 16:00:00,112.1
4/15/2016 16:00:00,109.85
4/18/2016 16:00:00,107.48
4/19/2016 16:00:00,106.91
4/20/2016 16:00:00,107.13
4/21/2016 16:00:00,105.97
4/22/2016 16:00:00,105.68
4/25/2016 16:00:00,105.08
4/26/2016 16:00:00,104.35
4/27/2016 16:00:00,97.82
4/28/2016 16:00:00,94.83
4/29/2016 16:00:00,93.74
5/2/2016 16:00:00,93.64
5/3/2016 16:00:00,95.18
5/4/2016 16:00:00,94.19
5/5/2016 16:00:00,93.24
5/6/2016 16:00:00,92.72
5/9/2016 16:00:00,92.79
5/10/2016 16:00:00,93.42
5/11/2016 16:00:00,92.51
5/12/2016 16:00:00,90.34
5/13/2016 16:00:00,90.52
5/16/2016 16:00:00,93.88
5/17/2016 16:00:00,93.49
5/18/2016 16:00:00,94.56
5/19/2016 16:00:00,94.2
5/20/2016 16:00:00,95.22
5/23/2016 16:00:00,96.43
5/24/2016 16:00:00,97.9
5/25/2016 16:00:00,99.62
5/26/2016 16:00:00,100.41
5/27/2016 16:00:00,100.35
5/31/2016 16:00:00,99.86
6/1/2016 16:00:00,98.46
6/2/2016 16:00:00,97.72
6/3/2016 16:00:00,97.92
6/6/2016 16:00:00,98.63
6/7/2016 16:00:00,99.03
6/8/2016 16:00:00,98.94
6/9/2016 16:00:00,99.65
6/10/2016 16:00:00,98.83
6/13/2016 16:00:00,97.34
6/14/2016 16:00:00,97.46
6/15/2016 16:00:00,97.14
6/16/2016 16:00:00,97.55
6/17/2016 16:00:00,95.33
6/20/2016 16:00:00,95.1
6/21/2016 16:00:00,95.91
6/22/2016 16:00:00,95.55
6/23/2016 16:00:00,96.1
6/24/2016 16:00:00,93.4
6/27/2016 16:00:00,92.04
6/28/2016 16:00:00,93.59
6/29/2016 16:00:00,94.4
6/30/2016 16:00:00,95.6
7/1/2016 16:00:00,95.89
7/5/2016 16:00:00,94.99
7/6/2016 16:00:00,95.53
7/7/2016 16:00:00,95.94
7/8/2016 16:00:00,96.68
7/11/2016 16:00:00,96.98
7/12/2016 16:00:00,97.42
7/13/2016 16:00:00,96.87
7/14/2016 16:00:00,98.79
7/15/2016 16:00:00,98.78
7/18/2016 16:00:00,99.83
7/19/2016 16:00:00,99.87
7/20/2016 16:00:00,99.96
7/21/2016 16:00:00,99.43
7/22/2016 16:00:00,98.66
7/25/2016 16:00:00,97.34
7/26/2016 16:00:00,96.67
7/27/2016 16:00:00,102.95
7/28/2016 16:00:00,104.34
7/29/2016 16:00:00,104.21
8/1/2016 16:00:00,106.05
8/2/2016 16:00:00,104.48
8/3/2016 16:00:00,105.79
8/4/2016 16:00:00,105.87
8/5/2016 16:00:00,107.48
8/8/2016 16:00:00,108.37
8/9/2016 16:00:00,108.81
8/10/2016 16:00:00,108
8/11/2016 16:00:00,107.93
8/12/2016 16:00:00,108.18
8/15/2016 16:00:00,109.48
8/16/2016 16:00:00,109.38
8/17/2016 16:00:00,109.22
8/18/2016 16:00:00,109.08
8/19/2016 16:00:00,109.36
8/22/2016 16:00:00,108.51
8/23/2016 16:00:00,108.85
8/24/2016 16:00:00,108.03
8/25/2016 16:00:00,107.57
8/26/2016 16:00:00,106.94
8/29/2016 16:00:00,106.82
8/30/2016 16:00:00,106
8/31/2016 16:00:00,106.1
9/1/2016 16:00:00,106.73
9/2/2016 16:00:00,107.73
9/6/2016 16:00:00,107.7
9/7/2016 16:00:00,108.36
9/8/2016 16:00:00,105.52
9/9/2016 16:00:00,103.13
9/12/2016 16:00:00,105.44
9/13/2016 16:00:00,107.95
9/14/2016 16:00:00,111.77
9/15/2016 16:00:00,115.57
9/16/2016 16:00:00,114.92
9/19/2016 16:00:00,113.58
9/20/2016 16:00:00,113.57
9/21/2016 16:00:00,113.55
9/22/2016 16:00:00,114.62
9/23/2016 16:00:00,112.71
9/26/2016 16:00:00,112.88
9/27/2016 16:00:00,113.09
9/28/2016 16:00:00,113.95
9/29/2016 16:00:00,112.18
9/30/2016 16:00:00,113.05
10/3/2016 16:00:00,112.52
10/4/2016 16:00:00,113
10/5/2016 16:00:00,113.05
10/6/2016 16:00:00,113.89
10/7/2016 16:00:00,114.06
10/10/2016 16:00:00,116.05
10/11/2016 16:00:00,116.3
10/12/2016 16:00:00,117.34
10/13/2016 16:00:00,116.98
10/14/2016 16:00:00,117.63
10/17/2016 16:00:00,117.55
10/18/2016 16:00:00,117.47
10/19/2016 16:00:00,117.12
10/20/2016 16:00:00,117.06
10/21/2016 16:00:00,116.6
10/24/2016 16:00:00,117.65
10/25/2016 16:00:00,118.25
10/26/2016 16:00:00,115.59
10/27/2016 16:00:00,114.48
10/28/2016 16:00:00,113.72
10/31/2016 16:00:00,113.54
11/1/2016 16:00:00,111.49
11/2/2016 16:00:00,111.59
11/3/2016 16:00:00,109.83
11/4/2016 16:00:00,108.84
11/7/2016 16:00:00,110.41
11/8/2016 16:00:00,111.06
11/9/2016 16:00:00,110.88
11/10/2016 16:00:00,107.79
11/11/2016 16:00:00,108.43
11/14/2016 16:00:00,105.71
11/15/2016 16:00:00,107.11
11/16/2016 16:00:00,109.99
11/17/2016 16:00:00,109.95
11/18/2016 16:00:00,110.06
11/21/2016 16:00:00,111.73
11/22/2016 16:00:00,111.8
11/23/2016 16:00:00,111.23
11/25/2016 16:00:00,111.79
11/28/2016 16:00:00,111.57
11/29/2016 16:00:00,111.46
11/30/2016 16:00:00,110.52
12/1/2016 16:00:00,109.49
12/2/2016 16:00:00,109.9
12/5/2016 16:00:00,109.11
12/6/2016 16:00:00,109.95
12/7/2016 16:00:00,111.03
12/8/2016 16:00:00,112.12
12/9/2016 16:00:00,113.95
12/12/2016 16:00:00,113.3
12/13/2016 16:00:00,115.19
12/14/2016 16:00:00,115.19
12/15/2016 16:00:00,115.82
12/16/2016 16:00:00,115.97
12/19/2016 16:00:00,116.64
12/20/2016 16:00:00,116.95
12/21/2016 16:00:00,117.06
12/22/2016 16:00:00,116.29
12/23/2016 16:00:00,116.52
12/27/2016 16:00:00,117.26
12/28/2016 16:00:00,116.76
12/29/2016 16:00:00,116.73
12/30/2016 16:00:00,115.82
1/3/2017 16:00:00,116.15
1/4/2017 16:00:00,116.02
1/5/2017 16:00:00,116.61
1/6/2017 16:00:00,117.91
1/9/2017 16:00:00,118.99
1/10/2017 16:00:00,119.11
1/11/2017 16:00:00,119.75
1/12/2017 16:00:00,119.25
1/13/2017 16:00:00,119.04
1/17/2017 16:00:00,120
1/18/2017 16:00:00,119.99
1/19/2017 16:00:00,119.78
1/20/2017 16:00:00,120
1/23/2017 16:00:00,120.08
1/24/2017 16:00:00,119.97
1/25/2017 16:00:00,121.88
1/26/2017 16:00:00,121.94
1/27/2017 16:00:00,121.95
1/30/2017 16:00:00,121.63
1/31/2017 16:00:00,121.35
2/1/2017 16:00:00,128.75
2/2/2017 16:00:00,128.53
2/3/2017 16:00:00,129.08
2/6/2017 16:00:00,130.29
2/7/2017 16:00:00,131.53
2/8/2017 16:00:00,132.04
2/9/2017 16:00:00,132.42
2/10/2017 16:00:00,132.12
2/13/2017 16:00:00,133.29
2/14/2017 16:00:00,135.02
2/15/2017 16:00:00,135.51
2/16/2017 16:00:00,135.35
2/17/2017 16:00:00,135.72
2/21/2017 16:00:00,136.7
2/22/2017 16:00:00,137.11
2/23/2017 16:00:00,136.53
2/24/2017 16:00:00,136.66
2/27/2017 16:00:00,136.93
2/28/2017 16:00:00,136.99
3/1/2017 16:00:00,139.79
3/2/2017 16:00:00,138.96
3/3/2017 16:00:00,139.78
3/6/2017 16:00:00,139.34
3/7/2017 16:00:00,139.52
3/8/2017 16:00:00,139
3/9/2017 16:00:00,138.68
3/10/2017 16:00:00,139.14
3/13/2017 16:00:00,139.2
3/14/2017 16:00:00,138.99
3/15/2017 16:00:00,140.46
3/16/2017 16:00:00,140.69
3/17/2017 16:00:00,139.99
3/20/2017 16:00:00,141.46
3/21/2017 16:00:00,139.84
3/22/2017 16:00:00,141.42
3/23/2017 16:00:00,140.92
3/24/2017 16:00:00,140.64
3/27/2017 16:00:00,140.88
3/28/2017 16:00:00,143.8
3/29/2017 16:00:00,144.12
3/30/2017 16:00:00,143.93
3/31/2017 16:00:00,143.66
4/3/2017 16:00:00,143.7
4/4/2017 16:00:00,144.77
4/5/2017 16:00:00,144.02
4/6/2017 16:00:00,143.66
4/7/2017 16:00:00,143.34
4/10/2017 16:00:00,143.17
4/11/2017 16:00:00,141.63
4/12/2017 16:00:00,141.8
4/13/2017 16:00:00,141.05
4/17/2017 16:00:00,141.83
4/18/2017 16:00:00,141.2
4/19/2017 16:00:00,140.68
4/20/2017 16:00:00,142.44
4/21/2017 16:00:00,142.27
4/24/2017 16:00:00,143.64
4/25/2017 16:00:00,144.53
4/26/2017 16:00:00,143.68
4/27/2017 16:00:00,143.79
4/28/2017 16:00:00,143.65
5/1/2017 16:00:00,146.58
5/2/2017 16:00:00,147.51
5/3/2017 16:00:00,147.06
5/4/2017 16:00:00,146.53
5/5/2017 16:00:00,148.96
5/8/2017 16:00:00,153.01
5/9/2017 16:00:00,153.99
5/10/2017 16:00:00,153.26
5/11/2017 16:00:00,153.95
5/12/2017 16:00:00,156.1
5/15/2017 16:00:00,155.7
5/16/2017 16:00:00,155.47
5/17/2017 16:00:00,150.25
5/18/2017 16:00:00,152.54
5/19/2017 16:00:00,153.06
5/22/2017 16:00:00,153.99
5/23/2017 16:00:00,153.8
5/24/2017 16:00:00,153.34
5/25/2017 16:00:00,153.87
5/26/2017 16:00:00,153.61
5/30/2017 16:00:00,153.67
5/31/2017 16:00:00,152.76
6/1/2017 16:00:00,153.18
6/2/2017 16:00:00,155.45
6/5/2017 16:00:00,153.93
6/6/2017 16:00:00,154.45
6/7/2017 16:00:00,155.37
6/8/2017 16:00:00,154.99
6/9/2017 16:00:00,148.98
6/12/2017 16:00:00,145.42
6/13/2017 16:00:00,146.59
6/14/2017 16:00:00,145.16
6/15/2017 16:00:00,144.29
6/16/2017 16:00:00,142.27
6/19/2017 16:00:00,146.34
6/20/2017 16:00:00,145.01
6/21/2017 16:00:00,145.87
6/22/2017 16:00:00,145.63
6/23/2017 16:00:00,146.28
6/26/2017 16:00:00,145.82
6/27/2017 16:00:00,143.73
6/28/2017 16:00:00,145.83
6/29/2017 16:00:00,143.68
6/30/2017 16:00:00,144.02
7/3/2017 16:00:00,143.5
7/5/2017 16:00:00,144.09
7/6/2017 16:00:00,142.73
7/7/2017 16:00:00,144.18
7/10/2017 16:00:00,145.06
7/11/2017 16:00:00,145.53
7/12/2017 16:00:00,145.74
7/13/2017 16:00:00,147.77
7/14/2017 16:00:00,149.04
7/17/2017 16:00:00,149.56
7/18/2017 16:00:00,150.08
7/19/2017 16:00:00,151.02
7/20/2017 16:00:00,150.34
7/21/2017 16:00:00,150.27
7/24/2017 16:00:00,152.09
7/25/2017 16:00:00,152.74
7/26/2017 16:00:00,153.46
7/27/2017 16:00:00,150.56
7/28/2017 16:00:00,149.5
7/31/2017 16:00:00,148.73
8/1/2017 16:00:00,150.05
8/2/2017 16:00:00,157.14
8/3/2017 16:00:00,155.57
8/4/2017 16:00:00,156.39
8/7/2017 16:00:00,158.81
8/8/2017 16:00:00,160.08
8/9/2017 16:00:00,161.06
8/10/2017 16:00:00,155.32
8/11/2017 16:00:00,157.48
8/14/2017 16:00:00,159.85
8/15/2017 16:00:00,161.6
8/16/2017 16:00:00,160.95
8/17/2017 16:00:00,157.86
8/18/2017 16:00:00,157.5
8/21/2017 16:00:00,157.21
8/22/2017 16:00:00,159.78
8/23/2017 16:00:00,159.98
8/24/2017 16:00:00,159.27
8/25/2017 16:00:00,159.86
8/28/2017 16:00:00,161.47
8/29/2017 16:00:00,162.91
8/30/2017 16:00:00,163.35
8/31/2017 16:00:00,164
9/1/2017 16:00:00,164.05
9/5/2017 16:00:00,162.08
9/6/2017 16:00:00,161.91
9/7/2017 16:00:00,161.26
9/8/2017 16:00:00,158.63
9/11/2017 16:00:00,161.5
9/12/2017 16:00:00,160.86
9/13/2017 16:00:00,159.65
9/14/2017 16:00:00,158.28
9/15/2017 16:00:00,159.88
9/18/2017 16:00:00,158.67
9/19/2017 16:00:00,158.73
9/20/2017 16:00:00,156.07
9/21/2017 16:00:00,153.39
9/22/2017 16:00:00,151.89
9/25/2017 16:00:00,150.55
9/26/2017 16:00:00,153.14
9/27/2017 16:00:00,154.23
9/28/2017 16:00:00,153.28
9/29/2017 16:00:00,154.12
10/2/2017 16:00:00,153.81
10/3/2017 16:00:00,154.48
10/4/2017 16:00:00,153.48
10/5/2017 16:00:00,155.39
10/6/2017 16:00:00,155.3
10/9/2017 16:00:00,155.84
10/10/2017 16:00:00,155.9
10/11/2017 16:00:00,156.55
10/12/2017 16:00:00,156
10/13/2017 16:00:00,156.99
10/16/2017 16:00:00,159.88
10/17/2017 16:00:00,160.47
10/18/2017 16:00:00,159.76
10/19/2017 16:00:00,155.98
10/20/2017 16:00:00,156.25
10/23/2017 16:00:00,156.17
10/24/2017 16:00:00,157.1
10/25/2017 16:00:00,156.41
10/26/2017 16:00:00,157.41
10/27/2017 16:00:00,163.05
10/30/2017 16:00:00,166.72
10/31/2017 16:00:00,169.04
11/1/2017 16:00:00,166.89
11/2/2017 16:00:00,168.11
11/3/2017 16:00:00,172.5
11/6/2017 16:00:00,174.25
11/7/2017 16:00:00,174.81
11/8/2017 16:00:00,176.24
11/9/2017 16:00:00,175.88
11/10/2017 16:00:00,174.67
11/13/2017 16:00:00,173.97
11/14/2017 16:00:00,171.34
11/15/2017 16:00:00,169.08
11/16/2017 16:00:00,171.1
11/17/2017 16:00:00,170.15
11/20/2017 16:00:00,169.98
11/21/2017 16:00:00,173.14
11/22/2017 16:00:00,174.96
11/24/2017 13:00:00,174.97
11/27/2017 16:00:00,174.09
11/28/2017 16:00:00,173.07
11/29/2017 16:00:00,169.48
11/30/2017 16:00:00,171.85
12/1/2017 16:00:00,171.05
12/4/2017 16:00:00,169.8
12/5/2017 16:00:00,169.64
12/6/2017 16:00:00,169.01
12/7/2017 16:00:00,169.32
12/8/2017 16:00:00,169.37
12/11/2017 16:00:00,172.67
12/12/2017 16:00:00,171.7
12/13/2017 16:00:00,172.27
12/14/2017 16:00:00,172.22
12/15/2017 16:00:00,173.97
12/18/2017 16:00:00,176.42
12/19/2017 16:00:00,174.54
12/20/2017 16:00:00,174.35
12/21/2017 16:00:00,175.01
12/22/2017 16:00:00,175.01
12/26/2017 16:00:00,170.57
12/27/2017 16:00:00,170.6
12/28/2017 16:00:00,171.08
12/29/2017 16:00:00,169.23
1/2/2018 16:00:00,172.26
1/3/2018 16:00:00,172.23
1/4/2018 16:00:00,173.03
1/5/2018 16:00:00,175
1/8/2018 16:00:00,174.35
1/9/2018 16:00:00,174.33
1/10/2018 16:00:00,174.29
1/11/2018 16:00:00,175.28
1/12/2018 16:00:00,177.09
1/16/2018 16:00:00,176.19
1/17/2018 16:00:00,179.1
1/18/2018 16:00:00,179.26
1/19/2018 16:00:00,178.46
1/22/2018 16:00:00,177
1/23/2018 16:00:00,177.04
1/24/2018 16:00:00,174.22
1/25/2018 16:00:00,171.11
1/26/2018 16:00:00,171.51
1/29/2018 16:00:00,167.96
1/30/2018 16:00:00,166.97
1/31/2018 16:00:00,167.43
2/1/2018 16:00:00,167.78
2/2/2018 16:00:00,160.5
2/5/2018 16:00:00,156.49
2/6/2018 16:00:00,163.03
2/7/2018 16:00:00,159.54
2/8/2018 16:00:00,155.15
2/9/2018 16:00:00,156.41
2/12/2018 16:00:00,162.71
2/13/2018 16:00:00,164.34
2/14/2018 16:00:00,167.37
2/15/2018 16:00:00,172.99
2/16/2018 16:00:00,172.43
2/20/2018 16:00:00,171.85
2/21/2018 16:00:00,171.07
2/22/2018 16:00:00,172.5
2/23/2018 16:00:00,175.5
2/26/2018 16:00:00,178.97
2/27/2018 16:00:00,178.39
2/28/2018 16:00:00,178.12
3/1/2018 16:00:00,175
3/2/2018 16:00:00,176.21
3/5/2018 16:00:00,176.82
3/6/2018 16:00:00,176.67
3/7/2018 16:00:00,175.03
3/8/2018 16:00:00,176.94
3/9/2018 16:00:00,179.98
3/12/2018 16:00:00,181.72
3/13/2018 16:00:00,179.97
3/14/2018 16:00:00,178.44
3/15/2018 16:00:00,178.65
3/16/2018 16:00:00,178.02
3/19/2018 16:00:00,175.3
3/20/2018 16:00:00,175.24
3/21/2018 16:00:00,171.27
3/22/2018 16:00:00,168.85
3/23/2018 16:00:00,164.94
3/26/2018 16:00:00,172.77
3/27/2018 16:00:00,168.34
3/28/2018 16:00:00,166.48
3/29/2018 16:00:00,167.78
4/2/2018 16:00:00,166.68
4/3/2018 16:00:00,168.39
4/4/2018 16:00:00,171.61
4/5/2018 16:00:00,172.8
4/6/2018 16:00:00,168.38
4/9/2018 16:00:00,170.05
4/10/2018 16:00:00,173.25
4/11/2018 16:00:00,172.44
4/12/2018 16:00:00,174.14
4/13/2018 16:00:00,174.73
4/16/2018 16:00:00,174.73
4/17/2018 16:00:00,178.24
4/18/2018 16:00:00,177.84
4/19/2018 16:00:00,172.8
4/20/2018 16:00:00,165.72
4/23/2018 16:00:00,165.24
4/24/2018 16:00:00,162.94
4/25/2018 16:00:00,163.65
4/26/2018 16:00:00,164.22
4/27/2018 16:00:00,162.32
4/30/2018 16:00:00,165.26
5/1/2018 16:00:00,169.1
5/2/2018 16:00:00,176.57
5/3/2018 16:00:00,176.89
5/4/2018 16:00:00,183.83
5/7/2018 16:00:00,185.16
5/8/2018 16:00:00,186.05
5/9/2018 16:00:00,187.36
5/10/2018 16:00:00,190.04
5/11/2018 16:00:00,188.59
5/14/2018 16:00:00,188.15
5/15/2018 16:00:00,186.44
5/16/2018 16:00:00,188.18
5/17/2018 16:00:00,186.99
5/18/2018 16:00:00,186.31
5/21/2018 16:00:00,187.63
5/22/2018 16:00:00,187.16
5/23/2018 16:00:00,188.36
5/24/2018 16:00:00,188.15
5/25/2018 16:00:00,188.58
5/29/2018 16:00:00,187.9
5/30/2018 16:00:00,187.5
5/31/2018 16:00:00,186.87
6/1/2018 16:00:00,190.24
6/4/2018 16:00:00,191.83
6/5/2018 16:00:00,193.31
6/6/2018 16:00:00,193.98
